timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-08-21T14:52:20,tensorflow_experiment,44735dc2-62d0-4c60-8fc7-1c4e04584018,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,473.9638158000016,0.0026329530544432675,5.555177350404095e-06,112.0,0.0,20.0,0.014735175186665082,0.0,0.002626862758888941,0.01736203794555402,Denmark,DNK,capital region,,,Windows-10-10.0.26100-SP0,3.10.7,3.0.4,8,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,,,12.5038,55.7704,31.68770980834961,machine,N,1.0
